target_word,word_length,is_in_vocabulary,apply_jitter,sample_index,pred_greedy,correct_greedy,pred_old_70_lm,correct_old_70_lm,pred_new_19k_lm,correct_new_19k_lm,pred_new_19k_soft_lex,correct_new_19k_soft_lex,new_improved,new_degraded
BAYRAQ,6,False,True,4,BAYRAQ,True,BAYRAQ,True,BAYRAQ,True,BAYRAQ,True,False,False
ÇANTA,5,False,True,0,ÇANTA,True,ÇANTA,True,ÇANLA,False,ÇANLA,False,False,True
ÇANTA,5,False,True,1,ÇANTA,True,ÇANTA,True,ÇANTA,True,ÇANTA,True,False,False
ÇANTA,5,False,True,2,ÇANTA,True,ÇANTA,True,ÇANTA,True,ÇANTA,True,False,False
ÇANTA,5,False,True,3,ÇANTA,True,ÇANTA,True,ÇANTA,True,ÇANTA,True,False,False
ÇANTA,5,False,True,4,ÇANTA,True,ÇANTA,True,ÇANTA,True,ÇANTA,True,False,False
DƏFTƏR,6,False,True,0,DƏFTYR,False,DƏFTYR,False,DƏFTYR,False,DƏFTYR,False,False,False
DƏFTƏR,6,False,True,1,DƏFTƏR,True,DƏFTƏR,True,DƏFTƏR,True,DƏFTƏR,True,False,False
DƏFTƏR,6,False,True,2,DƏFTƏR,True,DƏFTƏR,True,DƏFTƏR,True,DƏFTƏR,True,False,False
DƏFTƏR,6,False,True,3,DƏFTƏR,True,DƏFTƏR,True,DƏFTƏR,True,DƏFTƏR,True,False,False
DƏFTƏR,6,False,True,4,DƏFTƏR,True,DƏFTƏR,True,DƏFTƏR,True,DƏFTƏR,True,False,False
PƏNCƏRƏ,7,False,True,0,PƏNCYRY,False,PƏNCYRY,False,PƏNCƏRY,False,PƏNCƏRY,False,False,False
PƏNCƏRƏ,7,False,True,1,PƏNCƏRƏ,True,PƏNCƏRƏ,True,PƏNCƏRƏ,True,PƏNCƏRƏ,True,False,False
PƏNCƏRƏ,7,False,True,2,YƏNCƏRƏ,False,YƏNCƏRƏ,False,YƏNCƏRƏ,False,YƏNCƏRƏ,False,False,False
PƏNCƏRƏ,7,False,True,3,PƏNCƏRƏ,True,PƏNCƏRƏ,True,LƏNCƏRƏ,False,LƏNCƏRƏ,False,False,True
PƏNCƏRƏ,7,False,True,4,PƏNCƏRƏ,True,PƏNCƏRƏ,True,PƏNCƏRƏ,True,PƏNCƏRƏ,True,False,False
MƏKTUB,6,False,True,0,MƏKTÜB,False,MƏKTÜB,False,MƏKTÜB,False,MƏKTÜB,False,False,False
MƏKTUB,6,False,True,1,MƏKTUB,True,MƏKTUB,True,MƏKTUB,True,MƏKTUB,True,False,False
MƏKTUB,6,False,True,2,MƏKTUY,False,MƏKTUY,False,MƏKTUY,False,MƏKTUY,False,False,False
MƏKTUB,6,False,True,3,MƏKTUB,True,MƏKTUB,True,MƏKTUB,True,MƏKTUB,True,False,False
MƏKTUB,6,False,True,4,LƏKTUB,False,LƏKTUB,False,LƏKTUB,False,LƏKTUB,False,False,False
BULAQ,5,False,True,0,BULAQ,True,BULAQ,True,BULAQ,True,BULAQ,True,False,False
BULAQ,5,False,True,1,BULAQ,True,BULAQ,True,BULAQ,True,BULAQ,True,False,False
BULAQ,5,False,True,2,ZULAQ,False,ZULAQ,False,ZULAQ,False,ZULAQ,False,False,False
BULAQ,5,False,True,3,BUHAQ,False,BUHAQ,False,BUHAQ,False,BUHAQ,False,False,False
BULAQ,5,False,True,4,BULAQ,True,BULAQ,True,BULAQ,True,BULAQ,True,False,False
YAĞIŞ,5,False,True,0,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,False,False
YAĞIŞ,5,False,True,1,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,False,False
YAĞIŞ,5,False,True,2,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,False,False
YAĞIŞ,5,False,True,3,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,False,False
YAĞIŞ,5,False,True,4,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,YAĞIŞ,True,False,False
QUMLUQ,6,False,True,0,QUMLÜQ,False,QUMLÜQ,False,QUMLÜQ,False,QUMLÜQ,False,False,False
QUMLUQ,6,False,True,1,QUMLUQ,True,QUMLUQ,True,QUMLUQ,True,QUMLUQ,True,False,False
QUMLUQ,6,False,True,2,QUMLUQ,True,QUMLUQ,True,QUMLUQ,True,QUMLUQ,True,False,False
QUMLUQ,6,False,True,3,QUMLUQ,True,QUMLUQ,True,QUMLUQ,True,QUMLUQ,True,False,False
QUMLUQ,6,False,True,4,QUMLUQ,True,QUMLUQ,True,QUMLUQ,True,QUMLUQ,True,False,False
